# ID  jfk    jdf     V      uncV   B_V   B_VUn
2027  264.20 1294.54 22.252 0.025  0.960 0.054
2028   58.14    5.71 22.252 0.024  0.823 0.043
2029  998.50 1340.35 22.257 0.033  0.890 0.050
2030  311.54 1452.39 22.259 0.026  0.936 0.045
2031  297.05  690.14 22.259 0.028  1.023 0.053
2032  304.21  189.46 22.260 0.030  1.128 0.051
2033  243.39 1886.66 22.260 0.027  0.902 0.039
2034   96.67  992.83 22.260 0.025  0.982 0.043
2035 1465.32  580.16 22.260 0.029  0.858 0.047
2036  587.50  133.87 22.261 0.031  1.130 0.055
2037 1897.67 1812.43 22.263 0.026  0.906 0.038
2038  315.10  669.06 22.265 0.033  0.896 0.049
2039 1791.25  819.00 22.265 0.028  0.852 0.041
2040 1118.04 1803.07 22.267 0.025  0.920 0.042
2041   74.63 1180.84 22.269 0.025  0.931 0.047
2042  124.95  353.64 22.269 0.029  1.119 0.049
2043 1479.87 1064.60 22.269 0.033  0.905 0.056
2044  165.51 1402.86 22.270 0.027  0.971 0.043
2045 1606.24 1314.58 22.273 0.030  0.508 0.039
2046  322.39 1939.10 22.275 0.027  0.994 0.048
2047  188.34  521.58 22.276 0.030  0.972 0.050
2048  533.24  204.48 22.277 0.033  0.934 0.050
2049 1716.31  307.12 22.278 0.029  0.928 0.049
2050  163.57  206.96 22.279 0.029  0.860 0.045
2051  292.11 1810.72 22.281 0.025  0.908 0.039
2052 1369.21  260.87 22.282 0.026  0.914 0.055
2053 1182.55  512.95 22.283 0.031  0.877 0.051
2054   65.71  687.42 22.284 0.026  0.835 0.042
2055  838.06  568.33 22.286 0.031  0.772 0.047
2056  195.82 1494.61 22.287 0.024  1.000 0.043
2057  115.30   17.47 22.288 0.030  0.928 0.043
2058  825.81  950.45 22.295 0.031  0.743 0.049
2059  786.47 1602.22 22.295 0.030  0.995 0.050
2060  642.39  595.89 22.296 0.030  0.817 0.053
2061  753.95  423.51 22.298 0.030  0.877 0.048
2062  356.75 1802.03 22.300 0.030  0.929 0.047
2063  447.44 1121.07 22.301 0.029  0.820 0.051
2064   38.42  637.30 22.301 0.030  1.124 0.056
2065  193.38  140.80 22.302 0.031  1.000 0.050
2066  306.45  571.47 22.303 0.033  0.751 0.048
2067  174.98 1033.72 22.304 0.026  0.922 0.056
2068  444.78  213.24 22.304 0.031  0.965 0.052
2069 1325.40  214.11 22.308 0.032  0.911 0.051
2070 1192.04 1340.60 22.309 0.033  0.904 0.055
2071 1692.95  575.70 22.310 0.025  0.868 0.043
2072  280.28  593.06 22.311 0.033  0.979 0.052
2073  364.80  389.25 22.313 0.027  0.929 0.048
2074  233.25  125.27 22.317 0.031  0.887 0.050
2075 1069.63 1578.24 22.317 0.030  0.855 0.047
2076  120.03  475.40 22.318 0.029  0.915 0.052
2077  399.53  682.32 22.319 0.032  0.958 0.052
2078  130.82   94.88 22.319 0.031  0.945 0.057
2079  118.24  382.43 22.319 0.034  0.869 0.055
2080  578.05 1109.09 22.324 0.030  0.798 0.048
2081  136.23  463.20 22.325 0.030  1.011 0.057
2082  254.59   47.99 22.329 0.029  0.934 0.051
2083 1644.71  654.93 22.334 0.030  0.941 0.056
2084  217.54  431.15 22.335 0.027  0.836 0.051
2085   83.02  825.68 22.336 0.028  1.027 0.048
2086  511.36  519.13 22.340 0.029  0.800 0.050
2087  147.11  175.40 22.340 0.032  0.858 0.047
2088 1658.07  140.81 22.346 0.038  0.988 0.061
2089 1245.33  729.81 22.353 0.038  0.785 0.058
2090  705.93 1238.17 22.354 0.033  0.800 0.060
2091 1323.91  265.36 22.355 0.032  0.910 0.057
2092   95.37 1411.30 22.357 0.028  0.903 0.048
2093 1637.66  364.13 22.360 0.029  0.899 0.052
2094   39.22  540.71 22.362 0.031  0.921 0.049
2095   56.18 1153.83 22.364 0.031  1.006 0.058
2096  900.16 1715.45 22.364 0.036  0.922 0.052
2097  478.24 1673.65 22.364 0.028  0.992 0.054
2098 1531.78  606.00 22.366 0.030  0.920 0.051
2099  410.80 1777.56 22.368 0.028  0.989 0.051
2100  376.20  168.18 22.376 0.035  0.890 0.050
2101  346.03 1732.82 22.376 0.029  0.896 0.049
2102  534.70  772.14 22.382 0.030  0.868 0.055
2103  331.39  790.46 22.383 0.032  0.774 0.055
2104  434.74  768.31 22.384 0.031  0.852 0.051
2105  133.79  506.42 22.387 0.035  1.001 0.060
2106  917.84  227.09 22.389 0.033  0.875 0.056
2107  549.98  872.36 22.392 0.033  0.737 0.058
2108  125.39  290.88 22.393 0.031  0.906 0.053
2109  373.48  660.10 22.394 0.034  0.899 0.052
2110  305.94 1224.72 22.402 0.032  0.862 0.052
2111  243.95  100.23 22.405 0.049  0.991 0.069
2112  540.12  387.67 22.410 0.032  0.870 0.050
2113 1851.11  968.35 22.411 0.032  0.927 0.052
2114  391.95  598.15 22.413 0.041  0.881 0.061
2115  185.67   26.69 22.413 0.035  1.049 0.056
2116  990.90 1770.02 22.415 0.029  0.880 0.055
2117  380.93   54.83 22.422 0.032  0.895 0.052
2118  769.33  280.34 22.424 0.031  0.851 0.052
2119   47.01   33.99 22.426 0.035  0.889 0.053
2120  878.15  237.44 22.429 0.032  0.925 0.054
2121 1174.06 1839.22 22.429 0.032  1.009 0.054
2122  271.93 1856.11 22.431 0.029  0.907 0.044
2123  100.47  401.88 22.431 0.033  0.875 0.052
2124  218.05  215.82 22.431 0.033  0.901 0.058
2125   60.22  999.64 22.434 0.031  0.960 0.051
2126  136.63 1538.87 22.438 0.033  1.010 0.055
2127  932.10  210.12 22.443 0.037  0.854 0.060
2128 1715.44 1481.35 22.449 0.034  1.018 0.056
2129 1683.95 1932.86 22.450 0.033  0.697 0.044
2130  335.62 1477.59 22.453 0.045  0.924 0.058
2131    7.71 1119.82 22.455 0.042  0.981 0.061
2132  458.00 1803.45 22.460 0.033  1.064 0.055
2133  363.70   47.57 22.463 0.032  0.942 0.058
2134  193.80  936.45 22.465 0.040  0.452 0.054
2135 1806.06 1475.45 22.465 0.039  0.942 0.056
2136  304.85 1373.26 22.469 0.035  0.908 0.055
2137 1962.91  411.18 22.475 0.029  1.053 0.053
2138 1816.81  951.45 22.477 0.044  0.600 0.055
2139  365.61  129.00 22.481 0.036  0.924 0.058
2140  168.19 1650.79 22.481 0.032  0.887 0.050
2141 1693.74  189.07 22.486 0.034  1.043 0.056
2142  836.87 1887.61 22.501 0.036  1.034 0.060
2143  197.43  891.75 22.501 0.037  0.911 0.060
2144 1213.52  445.34 22.505 0.037  0.667 0.056
2145 1793.69 1828.04 22.510 0.036  0.931 0.055
2146  157.41   58.14 22.511 0.042  0.975 0.063
2147 1986.75  423.93 22.516 0.050  1.089 0.065
2148  762.27  753.44 22.517 0.038  0.762 0.059
2149  142.00  245.73 22.518 0.033  0.972 0.056
2150   54.05  333.70 22.524 0.035  0.914 0.058
2151   50.74 1931.69 22.529 0.031  0.998 0.054
2152 1067.49 2028.48 22.531 0.034  0.852 0.050
2153  181.10 1636.70 22.534 0.036  0.931 0.060
2154   56.24 1823.67 22.548 0.033  0.519 0.049
2155  885.29  202.15 22.551 0.039  0.990 0.063
2156 1945.06   11.68 22.559 0.040  0.892 0.059
2157   50.72  498.10 22.568 0.044  0.886 0.059
2158  191.00  127.76 22.571 0.035  0.820 0.051
2159 1897.58  515.52 22.580 0.046  0.994 0.064
2160  879.28 1959.95 22.591 0.039  0.265 0.048
2161   66.02 1999.67 22.591 0.037  0.984 0.061
2162  144.84  476.57 22.594 0.043  1.060 0.064
2163   27.42  302.81 22.606 0.042  0.915 0.065
2164   31.56 1609.79 22.609 0.039  0.951 0.061
2165  464.90 1785.52 22.612 0.036  0.922 0.060
2166  104.49   32.34 22.614 0.038  0.892 0.058
2167 1863.06  466.00 22.655 0.042  0.912 0.065
2168 1138.10 1998.77 22.681 0.046  0.597 0.057
2169  432.32 1718.57 22.683 0.044  0.403 0.056
2170 1928.94  201.41 22.691 0.046  0.687 0.058
5001  640.73  649.51 12.741 0.023  1.415 0.024
5002 1505.17  209.86 13.510 0.006  1.188 0.009
5003 1847.97  271.11 14.019 0.008  1.057 0.010
5004 1155.44   72.02 14.265 0.006  0.909 0.009
5005  930.84 1552.24 14.538 0.006  0.978 0.008
5006  947.59   91.03 14.543 0.006  0.947 0.008
5007 1718.00  488.19 14.568 0.006  0.830 0.008
5008 1839.76  783.79 14.594 0.007  0.857 0.009
5009  936.92  153.67 14.648 0.006  0.804 0.009
5010 1416.65 1404.54 14.681 0.006  0.814 0.008
5011 1510.44  349.45 14.688 0.006  0.828 0.008
5012 1309.48   55.30 14.765 0.006  0.899 0.008
5013  463.64  464.35 14.785 0.006  0.941 0.008
5014 1419.61  457.95 14.813 0.006  0.776 0.008
5015 1549.46  455.85 14.985 0.006  0.876 0.008
5016 1501.87  277.48 15.003 0.006  0.896 0.009
5017 1041.24  695.53 15.021 0.007  0.878 0.009
5018 1675.17  112.10 15.139 0.006  0.863 0.009
5019 1054.44 1244.67 15.155 0.006  0.857 0.009
5020 1796.30  405.86 15.164 0.006  0.685 0.008
5021  347.82  708.68 15.174 0.006  0.861 0.008
5022 1048.91   97.23 15.177 0.006  0.881 0.008
5023 1288.23   48.62 15.265 0.006  0.315 0.008
5024 1895.68  447.00 15.358 0.006  0.308 0.008
5025  893.62  162.48 15.358 0.006  0.828 0.008
5026  423.64  370.04 15.383 0.006  0.657 0.008
5027 1278.09  582.96 15.452 0.006  0.868 0.009
5028 1317.15 1380.05 15.475 0.006  0.847 0.009
5029 1489.66  167.88 15.481 0.006  0.855 0.009
5030 1770.06  356.58 15.515 0.006  0.568 0.008
5031 1723.65 1479.71 15.525 0.006  0.581 0.008
5032 1712.76  205.58 15.532 0.006  0.525 0.009
5033 1775.76 1131.90 15.536 0.006  0.644 0.008
5034 1366.10  573.26 15.561 0.006  0.585 0.008
5035  995.83  309.00 15.562 0.006  0.444 0.008
5036  471.43  592.08 15.577 0.006  0.824 0.009
5037 1554.93    3.68 15.594 0.006  0.533 0.009
5038  384.92   35.25 15.602 0.006  0.473 0.009
5039 1551.73   11.70 15.626 0.006  0.495 0.009
5040 1479.44  492.89 15.635 0.006  0.390 0.008
5041  281.51  688.71 15.644 0.006  0.146 0.008
5042  945.69  238.22 15.680 0.006  0.460 0.008
5043 1229.36    7.60 15.689 0.006  0.091 0.008
5044  177.68  590.77 15.689 0.006  0.129 0.008
5045 1609.38  273.49 15.700 0.006  0.428 0.009
5046  750.81  247.27 15.724 0.006  0.092 0.009
5047   31.15  728.87 15.729 0.006  0.091 0.008
5048  830.07 1319.64 15.739 0.006  1.006 0.009
5049  539.36  277.99 15.742 0.006  0.356 0.009
5050  764.36 1503.61 15.746 0.006  0.105 0.008
5051  974.42  588.17 15.756 0.007  0.092 0.009
5052  302.03  501.18 15.802 0.006  0.456 0.008
5053 1506.30  327.71 15.813 0.006  0.041 0.008
5054 1486.52  975.37 15.842 0.006  0.789 0.009
5055  697.08  303.33 15.853 0.006  0.491 0.009
5056  235.83 1253.70 15.855 0.006  0.807 0.009
5057 1672.97  687.40 15.899 0.006  0.802 0.009
5058  200.47  207.37 15.900 0.006  0.812 0.009
5059  724.74  569.08 15.958 0.007  0.812 0.009
5060  670.32  156.32 15.982 0.006  0.432 0.008
5061  733.05  400.26 15.982 0.006  0.472 0.009
5062 1301.36  224.30 15.991 0.006  0.790 0.009
5063 1179.91   11.99 16.069 0.006  0.754 0.009
5064 1306.37   27.26 16.077 0.006  0.777 0.009
5065 1038.97  108.82 16.102 0.006  0.777 0.009
5066 1086.02  118.47 16.118 0.006  0.776 0.009
5067  493.35   59.76 16.126 0.006  0.773 0.009
5068 1747.69  241.62 16.238 0.006  0.747 0.009
5069  885.03 1887.66 16.256 0.006 -0.018 0.009
5070 1255.92 1464.04 16.298 0.006  0.769 0.009
5071   76.98 1105.81 16.316 0.006  0.742 0.009
5072 1893.73 1371.07 16.324 0.006  0.768 0.009
5073 1158.65  373.87 16.334 0.007  0.750 0.009
5074  331.24   40.52 16.341 0.006  0.751 0.009
5075 1896.61  307.55 16.344 0.006  0.748 0.009
5076 1180.87 1331.55 16.344 0.006  0.757 0.009
5077  675.42  626.31 16.349 0.007  0.751 0.009
5078 1881.96  952.40 16.374 0.006  0.756 0.009
5079 1155.33  564.29 16.375 0.006  0.752 0.009
5080  896.21  608.16 16.375 0.006  0.751 0.009
5081 1156.61  345.20 16.420 0.006  0.760 0.009
5082 1239.54 1423.22 16.421 0.006  0.769 0.009
5083 1238.74 1007.83 16.425 0.007  0.768 0.009
5084  746.02   62.60 16.433 0.006  0.746 0.009
5085  637.20 1070.38 16.441 0.006  0.759 0.009
5086  519.58  351.27 16.452 0.006  0.777 0.009
5087 1173.52   67.71 16.522 0.006  0.731 0.009
5088   77.14  645.49 16.540 0.006  0.733 0.009
5089 1531.27  266.00 16.600 0.006  0.726 0.009
5090  814.96    2.35 16.615 0.006  0.701 0.009
5091  936.59  232.91 16.621 0.006  0.747 0.009
5092 1090.68  154.14 16.630 0.006 -0.065 0.009
5093 1200.80   30.79 16.651 0.006  0.734 0.009
5094 1780.80   11.32 16.652 0.007  0.730 0.010
5095  649.37  385.31 16.661 0.007  0.720 0.010
5096 1728.75 1184.46 16.662 0.006  0.681 0.009
5097  998.92  255.71 16.724 0.006  0.743 0.009
5098 1943.53  723.99 16.730 0.006  0.572 0.009
5099 1671.49  768.95 16.765 0.006  0.730 0.009
5100  531.12 1581.56 16.778 0.006  0.741 0.009
5101 1531.89  861.79 16.842 0.006  0.800 0.009
5102  651.15 1136.66 16.853 0.007  0.731 0.009
5103  843.12  986.93 16.868 0.007  0.713 0.010
5104  375.33    2.62 16.888 0.007  0.725 0.009
5105  556.01 1442.42 16.910 0.006  0.703 0.009
5106 1150.42  157.97 16.912 0.006  0.728 0.009
5107  276.26  230.44 16.916 0.006  0.728 0.009
5108  747.66  737.34 16.933 0.007  0.713 0.010
5109  744.54  204.46 16.974 0.006  0.713 0.009
5110  834.74  617.73 16.975 0.007  0.724 0.009
5111  730.89 1527.85 16.986 0.006  0.731 0.009
5112  251.62   58.29 17.004 0.007  0.725 0.009
5113 1294.99  481.45 17.018 0.006  0.715 0.009
5114 1307.60  192.34 17.024 0.006  0.713 0.009
5115  993.20  506.72 17.044 0.007  0.736 0.009
5116 1118.45  222.21 17.054 0.006  0.563 0.009
5117 1628.07  295.33 17.109 0.006  0.690 0.009
5118 1289.32   87.52 17.164 0.006  0.709 0.009
5119 1014.42  450.23 17.195 0.006  0.704 0.009
5120  712.82   79.70 17.208 0.007  0.700 0.009
5121  813.79  456.17 17.216 0.006  0.699 0.009
5122 1398.09 1260.94 17.219 0.006  0.797 0.009
5123  199.02  221.09 17.227 0.006  0.695 0.009
5124  520.23  503.19 17.228 0.006  0.708 0.009
5125  432.19  535.15 17.232 0.006  0.699 0.009
5126 1677.63  163.21 17.252 0.006  0.685 0.009
5127 1266.32  108.43 17.281 0.007  0.701 0.010
5128 1445.27   75.26 17.283 0.008  0.663 0.012
5129  616.17  346.37 17.320 0.006  0.702 0.009
5130  375.23   66.78 17.341 0.006  0.694 0.009
5131  756.90   87.67 17.372 0.006  0.284 0.009
5132  838.66   -0.47 17.388 0.036  0.630 0.041
5133  460.50  288.18 17.428 0.006  0.708 0.009
5134 1172.71  103.04 17.455 0.007  0.681 0.009
5135 1696.42  128.25 17.458 0.007  0.754 0.009
5136 1619.74  574.26 17.470 0.007  0.694 0.009
5137  593.37  144.20 17.496 0.007  0.695 0.009
5138  246.68  114.08 17.498 0.007  0.202 0.010
5139 1719.90  605.23 17.523 0.007  0.677 0.009
5140 1528.03  902.78 17.566 0.007  0.694 0.010
5141 1755.20  584.05 17.572 0.007  0.668 0.009
5142 1120.80  232.87 17.579 0.007  0.693 0.009
5143  463.78  337.31 17.579 0.007  0.678 0.010
5144 1940.59  769.15 17.588 0.007  0.677 0.009
5145  227.89  225.92 17.610 0.007  0.661 0.009
5146 1136.94  122.11 17.614 0.007  0.669 0.009
5147 1428.19    5.05 17.643 0.007  0.649 0.009
5148 1418.22  132.98 17.656 0.007  0.677 0.009
5149  515.30    8.68 17.686 0.007  0.643 0.009
5150  357.28  340.10 17.691 0.007  0.680 0.009
5151  949.38  161.58 17.707 0.007  0.170 0.009
5152 1307.38  662.57 17.709 0.007  0.680 0.010
5153  246.40  998.02 17.709 0.007  0.675 0.009
5154  806.32  488.90 17.764 0.007  0.675 0.010
5155  764.24   13.83 17.772 0.007  0.647 0.010
5156  646.36  182.34 17.773 0.007  0.670 0.010
5157 1952.30  226.37 17.790 0.008  0.110 0.010
5158  789.54   57.98 17.798 0.007  0.666 0.010
5159 1108.94   89.88 17.801 0.007  0.678 0.009
5160  749.66 1688.56 17.805 0.007  1.283 0.010
5161 1716.39  142.67 17.808 0.009  0.640 0.012
5162  920.66  146.76 17.809 0.007  0.685 0.010
5163  542.41  774.02 17.810 0.007  0.689 0.009
5164  446.78  961.56 17.814 0.007  0.587 0.009
5165  354.80  353.62 17.819 0.007  0.704 0.009
5166  112.27  146.05 17.823 0.009  0.546 0.012
5167 1515.25   37.81 17.837 0.007  0.672 0.010
5168 1267.75  243.44 17.849 0.007  0.663 0.009
5169 1594.31  142.86 17.849 0.007  0.208 0.009
5170 1235.34  251.34 17.857 0.007  0.675 0.009
5171  739.70  438.39 17.863 0.007  0.665 0.010
5172  180.11  223.96 17.870 0.007  0.660 0.009
5173  609.77  499.68 17.871 0.007  0.657 0.010
5174  313.11  451.90 17.873 0.007  0.657 0.009
5175  758.32  117.14 17.876 0.007  0.683 0.010
5176 1876.00  161.90 17.883 0.007  0.682 0.010
5177 1441.04  700.43 17.898 0.007  0.686 0.010
5178  573.76  647.30 17.909 0.007  0.684 0.010
5179 1620.06  441.17 17.919 0.007  0.656 0.010
5180  450.38 1979.71 17.922 0.008  0.677 0.010
5181  779.07   93.19 17.925 0.007  0.642 0.010
5182  876.24  116.90 17.935 0.008  0.658 0.010
5183 1273.99  131.55 17.940 0.008  0.675 0.010
5184 1235.62  280.94 17.970 0.007  0.663 0.010
5185 1943.14 1001.10 17.979 0.007  0.657 0.009
5186  314.75  223.79 17.981 0.007  0.666 0.010
