# ID  X      Y        V        unc_V    B      unc_B  I        unc_I   X_     E
7150  898.72 1754.54  18.931   0.015  19.656   0.010  18.035   0.019   0.859   1.292
7151  242.81   11.10  18.926   0.015  19.776   0.011  17.901   0.017   0.828  -0.383
7152 1215.09  781.01  18.949   0.018  19.663   0.012                   0.898   1.130
7153 1845.29  273.44  18.932   0.017  19.637   0.011  18.062   0.022   0.849   0.246
7154 1825.40 1387.30  18.943   0.017  19.676   0.011  17.998   0.021   0.849   0.426
7155 1019.67 1415.03  18.960   0.015  19.637   0.010  18.029   0.019   0.818  -0.334
7156 1424.53  851.44  18.991   0.017  19.580   0.010  18.069   0.020   0.839  -1.313
7157 1228.20 1291.24  18.983   0.016  19.695   0.011  17.934   0.019   0.874   1.023
7158 1324.20  841.76  18.935   0.017  19.734   0.013  17.942   0.019   0.917   0.513
7159 1174.02 1391.14  18.952   0.016  19.667   0.011  18.002   0.019   0.869   0.723
7160 1038.82 1059.07  19.028   0.018                  17.931   0.019   0.901   1.851
7161  801.15 1300.82  18.927   0.014  19.649   0.010  18.053   0.019   0.842   0.696
7162 1477.06 1734.12  18.946   0.015  19.933   0.013  17.724   0.016   0.843   0.398
7163  847.75 1407.91  18.972   0.015  19.610   0.009  18.053   0.018   0.813  -0.265
7164  574.27  145.96  18.940   0.015  19.736   0.010  17.939   0.016   0.822  -0.189
7165  826.04   24.07  18.990   0.015  19.662   0.009  17.972   0.017   0.810  -0.087
7166  775.64 1755.31  18.964   0.015  19.636   0.010  18.031   0.019   0.815  -0.282
7167  869.23  330.92  18.971   0.015  19.711   0.010  17.935   0.017   0.843   0.579
7168  913.15 1028.59  18.950   0.015  19.720   0.010  17.947   0.017   0.854   0.969
7169 1179.12 1172.10  18.948   0.016  19.712   0.010  17.957   0.018   0.834   0.377
7170  990.99  982.15  18.955   0.011  19.639   0.017  18.035   0.019   0.843  -0.106
7171 1215.96  767.71  18.965   0.018  19.584   0.010  18.107   0.022   0.857  -0.348
7172 1579.72 1335.81  18.884   0.017  19.859   0.013  17.860   0.019   0.911   1.566
7173 1971.09 1545.56  18.953   0.018  19.676   0.011  17.999   0.021   0.833  -0.288
7174 2121.67 1777.57  18.886   0.028  19.829   0.020  17.847   0.033   0.867   0.092
7175 1493.58  876.15  18.970   0.016  19.633   0.010  18.038   0.019   0.826  -0.118
7176  702.52  747.43  18.919   0.019  19.746   0.015  17.958   0.021   0.846  -1.000
7177 1429.48  706.43  18.924   0.016  19.675   0.012  18.038   0.020   0.867  -0.583
7178 1178.88  997.11  18.971   0.016  19.668   0.040  17.997   0.018   0.839   0.030
7179 1382.43 1202.28  18.963   0.015  19.684   0.010  17.985   0.018   0.822  -0.264
7180 1286.59  492.28  18.969   0.016  19.589   0.010  18.098   0.020   0.857   0.817
7181 1382.28 1035.17  18.978   0.016  19.684   0.010  17.969   0.019   0.846   0.558
7182  511.00  593.80  18.968   0.015  19.686   0.010  17.981   0.017   0.817  -0.154
7183 2208.17 1247.46  18.917   0.034  19.736   0.022  17.943   0.040   0.871   0.063
7184 1484.19  524.50  18.979   0.017  19.657   0.011  18.005   0.019   0.861   0.705
7185  484.46 1130.83  18.981   0.015  19.619   0.009  18.050   0.018   0.815  -0.364
7186 1050.61 1010.13  18.944   0.045  19.678   0.046  18.024   0.064   0.876  -0.100
7187 1772.08  263.17  18.954   0.017  19.657   0.011  18.035   0.021   0.839  -0.475
7188  514.95 1312.91  19.023   0.016  19.689   0.010  17.920   0.019   0.847   0.474
7189 1055.29 1132.91  18.954   0.015  19.710   0.011  17.972   0.018   0.835   0.229
7190 1079.28  935.74  18.948   0.017  19.682   0.012  18.012   0.020   0.871  -0.113
7191  691.24  603.65  18.950   0.015  19.692   0.010  17.999   0.017   0.814  -0.165
7192 1745.25  825.31  18.926   0.017  19.702   0.012  18.012   0.020   0.876   1.396
7193 1412.69  796.00  18.950   0.017  19.601   0.011  18.117   0.022   0.887  -0.613
7194 1330.52  594.19  18.977   0.017  19.594   0.011  18.093   0.021   0.875   0.527
7195  856.24  479.36  18.961   0.015  19.692   0.010  17.987   0.018   0.832   0.061
7196 1206.29   -3.04  18.869   0.019  19.715   0.014  18.064   0.026   0.820  -0.767
7197 2119.53 1028.61  18.944   0.029  19.697   0.018  17.987   0.037   0.835  -0.357
7198 1469.76 1318.57  18.938   0.016  19.665   0.011  18.047   0.020   0.875   1.365
7199 1294.34 1322.39  18.981   0.016  19.668   0.010  17.997   0.018   0.831  -0.105
7200  964.48 1206.63  18.924   0.015  19.770   0.011  17.939   0.018   0.865   1.102
7201 1353.54  778.37  18.918   0.017  19.809   0.012  17.901   0.018   0.866   0.566
7202  608.16  269.95  18.937   0.014  19.706   0.010  18.002   0.017   0.839   0.621
7203 1229.92  285.47  18.980   0.016  19.667   0.010  18.002   0.018   0.838   0.063
7204  718.07  674.44  18.959   0.016  19.648   0.011  18.048   0.019   0.827  -0.613
7205 1310.10  542.66  18.988   0.016  19.591   0.010  18.090   0.020   0.839  -0.814
7206  853.41  830.93  18.985   0.016  19.607   0.009  18.074   0.019   0.822  -0.664
7207 1139.59  294.74  18.949   0.016  19.650   0.010  18.059   0.019   0.831  -0.188
7208 1438.72 1157.57  20.290   0.037                  17.363   0.013   0.878   0.312
7209  976.54  601.70  18.959   0.016  19.729   0.011  17.953   0.019   0.879   1.364
7210 1140.95  683.30  18.946   0.017  19.630   0.012  18.092   0.022   0.890   1.524
7211  876.53 1354.71  18.964   0.015  19.589   0.009  18.126   0.020   0.822  -0.506
7212 1238.02  765.99  18.988   0.017  19.747   0.012  17.904   0.019   0.892   1.273
7213 1636.53 1083.80  18.988   0.017  19.675   0.011  17.989   0.020   0.835  -0.396
7214 1545.95 1121.38  18.892   0.016  19.773   0.012  17.976   0.020   0.871   0.966
7215  558.28  615.10  19.000   0.016  19.679   0.012  17.975   0.018   0.852   0.302
7216   64.03  240.30  18.929   0.018  19.743   0.013  17.971   0.022   0.804  -0.020
7217  784.13  444.60  18.976   0.015  19.641   0.010  18.047   0.018   0.820  -0.333
7218  543.97  728.38  18.996   0.016  19.620   0.010  18.053   0.019   0.827  -0.299
7219  499.42  701.56  18.970   0.016  19.632   0.011  18.068   0.020   0.890   1.940
7220  682.60 1642.73  18.980   0.015  19.643   0.010  18.043   0.019   0.808  -0.281
7221  925.49  260.34  18.974   0.015  19.673   0.010  18.013   0.017   0.812  -0.283
7222  168.48 1515.46  18.964   0.019  19.638   0.012  18.073   0.023   0.828  -0.086
7223 1136.25  966.52  19.016   0.018  19.651   0.026  17.989   0.020   0.903   1.486
7224 1545.37 1367.45  18.961   0.016  19.720   0.010  17.972   0.019   0.824  -0.244
7225 1088.10  958.69  18.913   0.052  19.648   0.056  18.049   0.017   0.887  -0.737
7226  349.24 1041.35  18.953   0.015  19.643   0.010  18.077   0.019   0.823  -0.499
7227  756.15  468.38  19.007   0.015  19.698   0.010  17.953   0.017   0.815  -0.904
7228  706.46  917.77  18.936   0.015  19.604   0.013  18.146   0.021   0.827  -0.133
7229  924.79  689.62  19.005   0.017  19.639   0.011  18.026   0.020   0.849  -0.950
7230 1250.89 1621.43  18.977   0.015  19.645   0.010  18.049   0.019   0.826  -0.136
7231  997.83  244.58  18.968   0.015  19.670   0.010  18.028   0.018   0.826  -0.117
7232 1553.99  771.42  18.978   0.017  19.668   0.011  18.021   0.020   0.845   0.991
7233 1288.17  810.88  18.853   0.017  19.851   0.013  17.935   0.021   0.920   2.050
7234  648.53  360.78  18.981   0.015  19.709   0.010  17.970   0.017   0.825  -0.089
7235 1784.11  755.99  18.891   0.016  19.745   0.011                   0.837   0.328
7236 1170.34  281.88  18.904   0.015  19.769   0.011  17.983   0.018   0.854   0.757
7237  429.23 1549.71  18.932   0.015  19.691   0.010  18.046   0.020   0.843   0.838
7238 1196.29 1671.24  18.977   0.016  19.652   0.010  18.045   0.019   0.816  -0.202
7239 1012.50  626.45  18.964   0.016  19.665   0.012  18.043   0.020   0.848  -1.131
7240  598.44 1073.53  18.964   0.014  19.634   0.009  18.083   0.019   0.812  -0.474
7241 1984.81 1844.51  18.980   0.020  19.607   0.011  18.112   0.025   0.848  -0.578
7242 1230.43  982.70  18.973   0.002  19.679   0.001  18.014   0.025   0.870   0.619
7243  251.43  854.51  18.929   0.015  19.730   0.010  18.003   0.019   0.818   0.232
7244 1676.23  565.08  18.942   0.017  19.698   0.012  18.030   0.021   0.911   2.260
7245 1706.45  897.52  18.962   0.039  19.659   0.002  18.083   0.041   0.864   0.235
7246 1622.40  314.37  18.987   0.017  19.698   0.011  17.983   0.019   0.826  -0.372
7247  751.96  948.89  18.984   0.026  19.696   0.014  17.981   0.030   0.854   0.532
7248  404.52  812.68  18.953   0.016  19.664   0.011  18.063   0.021   0.838   0.095
7249 1702.11  540.46  18.977   0.018  19.619   0.011  18.094   0.021   0.838  -0.176
7250 1091.06  915.08  19.020   0.036  19.635   0.010  18.057   0.028   0.854  -0.836
7251 1384.46  593.65  19.007   0.019  19.678   0.013  17.989   0.020   0.845  -0.691
7252 1079.67 1059.49  18.994   0.016  19.663   0.010  18.020   0.019   0.848   0.007
7253  132.35   39.15  18.975   0.019  19.744   0.013  17.944   0.020   0.819  -0.173
7254  952.92  220.15  18.984   0.015  19.662   0.010  18.033   0.018   0.818  -0.625
7255  160.42  972.92  18.962   0.019  19.737   0.013  17.963   0.022   0.847   0.949
7256  868.13  834.34  18.995   0.016  19.691   0.011  17.988   0.018   0.842   0.208
7257 1489.67 1378.40  18.982   0.016  19.648   0.010  18.055   0.020   0.827  -0.422
7258  639.21  776.86  19.015   0.016  19.583   0.010  18.101   0.020   0.846   0.037
7259 1288.44  731.45  18.952   0.016  19.710   0.011  18.011   0.019   0.843  -0.406
7260  198.36 1103.91  18.978   0.015  19.704   0.011  17.990   0.019   0.829   0.124
7261 1149.27  803.18  19.030   0.018  19.559   0.011  18.121   0.022   0.883  -1.143
7262  367.09 1249.88  18.946   0.015  19.697   0.010  18.034   0.019   0.831   0.531
7263  246.62  360.22  18.970   0.015  19.672   0.010  18.039   0.019   0.821  -0.033
7264 1090.16  555.82  18.999   0.017  19.657   0.011  18.027   0.019   0.873   0.807
7265  794.24 1615.10  19.001   0.016  19.650   0.010  18.034   0.020   0.858   0.865
7266  554.12  234.55  18.953   0.015  19.946   0.012  17.769   0.014   0.808  -0.321
7267 2139.61 1131.75  18.920   0.031  19.719   0.020                   0.857  -0.325
7268 1206.27 1747.52  18.967   0.016  19.671   0.010  18.048   0.020   0.825   0.003
7269    1.87  958.45  18.947   0.024  20.143   0.022  17.604   0.021   0.817  -0.081
7270  849.03 1144.30  18.955   0.015  19.885   0.013  17.829   0.016   0.872   0.919
7271 1716.65  784.46  18.977   0.018  19.667   0.011  18.044   0.021   0.834  -0.742
7272 1917.56 1615.05  18.982   0.019  19.680   0.012  18.022   0.022   0.860   0.439
7273  685.63 1021.50  18.974   0.015  19.457   0.197  18.036   0.019   0.926   0.708
7274 1829.54 1112.81  18.980   0.017  19.698   0.011  18.002   0.021   0.831  -0.249
7275  438.39 1875.98  18.990   0.016  19.637   0.010  18.070   0.021   0.834  -0.329
7276  974.29 1001.79  18.964   0.012  19.700   0.027  18.027   0.019   0.881   0.972
7277 1036.41  295.03  19.031   0.016  19.638   0.010  18.023   0.018   0.817  -0.194
7278 1127.94 1249.73  18.999   0.016  19.623   0.010  18.078   0.020   0.864   0.877
7279 1430.26  191.84  19.064   0.018  20.448   0.019  17.338   0.010   0.828   0.114
7280  502.95  564.50  18.974   0.015  19.678   0.010  18.039   0.018   0.818  -0.058
7281  165.41  193.02  18.962   0.017  19.717   0.012  18.005   0.021   0.828  -0.105
7282 1615.99  578.37  18.875   0.017  19.743   0.011  18.068   0.021   0.870   0.722
7283  356.79  903.60  18.989   0.018  19.634   0.012  18.083   0.023   0.837   0.353
7284 1546.05  425.80  18.942   0.016  19.719   0.011  18.028   0.019   0.821  -0.072
7285  457.08  259.45  18.974   0.015  19.735   0.011  17.976   0.018   0.853   0.953
7286  300.45  514.33  18.967   0.015  19.664   0.010  18.069   0.019   0.820  -0.372
7287 1325.93  648.47  19.001   0.020  19.770   0.014  17.912   0.019   0.956   0.965
7288  851.73  635.73  19.006   0.016  19.672   0.011  18.017   0.018   0.842   0.260
7289 1190.73  856.16  19.040   0.019  19.487   0.010  18.243   0.024   0.882  -2.579
7290  838.80  337.29  19.004   0.015  19.622   0.010  18.080   0.018   0.828  -0.159
7291 1853.43 1922.12  18.984   0.033  19.649   0.018  18.101   0.042   0.842  -0.352
7292 1259.41 1076.52  18.998   0.017  19.768   0.012  17.917   0.018   0.845   0.196
7293 1022.64  394.99  18.985   0.015  19.696   0.010  18.013   0.018   0.815  -0.270
7294  853.83  950.80  18.988   0.008  19.663   0.023  18.044   0.029   0.847   0.446
7295 1098.84  769.54  18.818   0.018  19.679   0.013  18.241   0.025   0.948   1.686
7296  536.12  697.09  18.968   0.015  19.651   0.010  18.090   0.019   0.814  -0.258
7297  178.52  168.41  18.970   0.016  19.842   0.011  17.865   0.017   0.825   0.287
7298 1158.67 1061.27  18.986   0.016  19.757   0.012  17.946   0.018   0.855   0.709
7299 1266.94  960.12  19.017   0.010  19.725   0.010  17.965   0.003   0.841  -0.390
7300  248.87  841.19  18.972   0.016  19.661   0.010  18.076   0.020   0.816  -0.158
7301 1505.49  877.14  18.993   0.017  19.661   0.010  18.055   0.020   0.825  -0.239
7302 1251.14 1330.80  18.985   0.015  19.638   0.009  18.093   0.019   0.812  -0.622
7303 2057.68 1278.53  18.987   0.025  19.933   0.020  17.753   0.024   0.852  -0.289
7304  991.45  832.62  18.896   0.016                  18.135   0.022   0.852  -1.062
7305 2187.23   73.90  18.968   0.032  19.697   0.019                   0.861  -0.540
7306  693.43 1232.50  18.955   0.015  19.653   0.010  18.110   0.020   0.826   0.051
7307  822.70  611.85  19.013   0.017  19.636   0.011  18.066   0.020   0.834  -0.921
7308  982.16  562.38  18.935   0.019  19.745   0.016  18.019   0.022   0.877   0.860
7309 1773.64 1433.58  18.993   0.018  19.726   0.011  17.977   0.020   0.833  -0.293
7310  938.73  410.24  19.002   0.016  19.675   0.010  18.032   0.018   0.833  -0.097
7311 1683.07 1364.66  18.950   0.017  19.893   0.013  17.844   0.017   0.831   0.240
7312  228.25 1027.98  18.977   0.015  19.668   0.010  18.070   0.019   0.816  -0.049
7313 2038.11  529.25  18.993   0.025  19.680   0.016  18.040   0.028   0.874   0.622
7314  902.43 1651.20  18.983   0.015  19.619   0.009  18.129   0.020   0.807  -0.472
7315 1182.26  435.82  18.929   0.016  19.763   0.011  18.007   0.019   0.874   1.698
7316 2173.11 1035.72  19.023   0.033  19.659   0.019  18.047   0.040   0.861  -0.354
7317 1276.00 1111.51  18.998   0.017  19.702   0.011  18.007   0.019   0.867   0.583
7318  727.57 1680.31  18.941   0.015  19.952   0.012  17.799   0.015   0.811   0.094
7319 1614.88  779.82  18.970   0.017  19.667   0.011  18.082   0.021   0.857   0.706
7320  810.84 1232.99  18.986   0.016  19.675   0.011  18.054   0.020   0.826  -0.471
7321 1247.03 1120.43  18.992   0.016  19.723   0.011  17.989   0.019   0.881   1.028
7322 1598.31  648.81  18.963   0.017  19.831   0.012  17.900   0.017   0.835   0.570
7323  688.96  796.45  18.965   0.016  19.694   0.011  18.054   0.019   0.831  -0.015
7324  728.14  457.53  19.010   0.016  19.667   0.010  18.039   0.018   0.824  -0.512
7325 1960.64  656.41  19.024   0.019  19.629   0.011  18.076   0.022   0.835  -0.332
7326 2002.07 1563.54  19.203   0.023  20.745   0.028  17.198   0.012   0.831  -0.332
7327  989.63 1435.46  18.962   0.015  19.702   0.010  18.049   0.019   0.846   0.767
7328 1141.08  723.12  18.969   0.018  19.528   0.011  18.293   0.025   0.926  -0.866
7329 1219.93  561.64  18.972   0.025                  18.050   0.025   0.937   3.129
7330  162.16 1532.41  18.984   0.018  19.658   0.012  18.085   0.024   0.811   0.017
7331  356.90  902.00  18.958   0.015  19.668   0.010  18.099   0.020   0.828   0.463
7332 1602.28   73.98  18.959   0.016  19.847   0.012  17.890   0.017   0.830   0.021
7333 1131.10   94.67  19.009   0.016  19.686   0.010  18.021   0.017   0.807  -0.303
7334  181.98 1637.30  19.025   0.018  19.650   0.011  18.052   0.023   0.820   0.193
7335  793.04  465.07  19.006   0.016  19.664   0.010  18.053   0.019   0.845  -0.303
7336 2078.18  183.05  18.945   0.029  19.663   0.018  18.143   0.036   0.836  -0.267
7337  847.02 1057.13  18.957   0.015  19.801   0.012  17.949   0.017   0.853   0.900
7338 1823.59  100.90  18.958   0.018  19.830   0.013  17.910   0.019   0.848   0.298
7339 1035.78 1555.48  18.986   0.015  19.672   0.010  18.068   0.020   0.824  -0.251
7340 2165.02  666.07  18.953   0.032  19.705   0.020  18.060   0.036   0.864   1.198
7341 1059.06  524.84  18.998   0.016  19.621   0.010  18.121   0.020   0.840  -1.411
7342 1240.44 1836.94  18.995   0.016  19.652   0.010  18.085   0.020   0.831   0.140
7343  600.79 1007.26  19.000   0.015  19.632   0.013  18.102   0.019   0.821  -0.250
7344  852.71  677.79  18.991   0.016  19.695   0.010  18.039   0.018   0.831   0.124
7345   37.78 1713.56  19.001   0.022  19.676   0.014  18.055   0.028   0.830  -0.311
7346  810.56 1088.45  19.003   0.016  19.664   0.010  18.064   0.018   0.818  -0.258
7347 1123.42  776.02  18.889   0.019  19.782   0.014                   0.969   0.517
7348 1108.18 1037.18  18.977   0.017  19.683   0.012  18.071   0.021   0.912   2.071
7349 1421.96  775.09  19.045   0.018  19.567   0.010  18.153   0.022   0.844  -0.905
7350 1117.42  767.14  18.965   0.020  19.774   0.015  17.973   0.022   0.871  -0.443
7351 1301.46 1257.90  19.009   0.016  19.713   0.011  18.001   0.019   0.843   0.088
7352 1487.25  619.85  18.995   0.018  19.628   0.012  18.128   0.023   0.941   2.233
7353  879.69  662.21  19.004   0.016  19.713   0.011  18.008   0.019   0.866   0.833
7354  457.67 1497.20  18.987   0.015  19.624   0.009  18.142   0.020   0.811  -0.387
7355  756.63   73.93  18.986   0.015  19.777   0.010  17.957   0.016   0.818   0.124
7356 1251.56  972.96  18.994   0.013  19.691   0.004  18.049   0.030   0.848   0.205
7357  297.37 1291.00  19.007   0.015  19.641   0.010  18.095   0.019   0.811  -0.160
7358 1222.24  164.83  19.018   0.016  19.684   0.010  18.031   0.018   0.825  -0.526
7359 1383.34  558.53  19.011   0.017  19.622   0.010  18.121   0.021   0.841  -0.308
7360  677.48  491.88  19.008   0.016  19.682   0.010  18.047   0.018   0.821  -0.737
7361 1062.10  970.45  18.995   0.020                  18.042   0.022   0.882   1.102
7362 1363.25  918.07  19.017   0.019                  18.019   0.021   0.854   0.251
7363 1242.11 1024.94  18.950   0.016  19.930   0.013  17.836   0.017   0.850   0.403
