# ID    d   s   ds    e  e  f    Bmag   e_B   Vmag   e_V    diff
ID-3670 17 37 37.28  -3 20 16.81 22.393 0.031 21.082 0.017 -0.049
ID-3671 17 37 37.29  -3 11 16.25 22.419 0.027 21.390 0.022 -0.050
ID-3672 17 37 37.29  -3 12 20.42 21.697 0.021 20.658 0.014 -0.018
ID-3673 17 37 37.29  -3 21 18.32 21.697 0.015 20.430 0.011 -0.049
ID-3674 17 37 37.31  -3 12 14.69 21.833 0.024 20.876 0.019 -0.018
ID-3675 17 37 37.31  -3 17 54.77 22.112 0.029 21.092 0.020 -0.001
ID-3676 17 37 37.32  -3 18 35.30 22.245 0.029 21.335 0.023 -0.001
ID-3677 17 37 37.33  -3 12  4.18 22.483 0.021 21.563 0.034 -0.050
ID-3678 17 37 37.33  -3 12 56.38 18.568 0.002 17.201 0.002 -0.018
ID-3679 17 37 37.34  -3 12 10.73 19.842 0.005 18.589 0.004 -0.018
ID-3680 17 37 37.35  -3 11 14.33 22.044 0.021 21.037 0.018 -0.050
ID-3681 17 37 37.35  -3 13 16.87 18.666 0.003 17.228 0.002 -0.018
ID-3682 17 37 37.35  -3 18  9.55 22.749 0.043 21.693 0.043 -0.001
ID-3683 17 37 37.35  -3 19 33.16 22.008 0.025 20.807 0.016 -0.002
ID-3684 17 37 37.36  -3 10  9.18 22.189 0.020 21.003 0.020 -0.043
ID-3685 17 37 37.36  -3 11 22.62 21.975 0.018 20.823 0.013 -0.050
ID-3686 17 37 37.36  -3 10 58.69 22.585 0.027 21.549 0.025 -0.050
ID-3687 17 37 37.36  -3 11 58.22 23.331 0.053 22.255 0.051 -0.050
ID-3688 17 37 37.36  -3 12 26.09 17.751 0.001 16.241 0.001 -0.018
ID-3689 17 37 37.36  -3 16 14.44 19.783 0.005 18.523 0.004 -0.001
ID-3690 17 37 37.36  -3 18  2.51 21.385 0.014 20.357 0.011 -0.001
ID-3691 17 37 37.36  -3 19 25.03 23.028 0.059 22.038 0.042 -0.002
ID-3692 17 37 37.37  -3 11 48.89 20.757 0.010 19.553 0.006 -0.050
ID-3693 17 37 37.37  -3 20 15.11 21.594 0.016 20.179 0.009 -0.049
ID-3694 17 37 37.38  -3 10 11.63 22.939 0.036 21.923 0.034 -0.043
ID-3695 17 37 37.39  -3 11 40.73 22.807 0.040 21.715 0.034 -0.050
ID-3696 17 37 37.39  -3 17 13.67 21.351 0.013 20.177 0.011 -0.001
ID-3697 17 37 37.39  -3 18 46.96 16.745 0.001 15.105 0.001 -0.002
ID-3698 17 37 37.40  -3  8 55.02 22.124 0.023 21.150 0.019 -0.035
ID-3699 17 37 37.40  -3 10 34.01 23.138 0.058 22.083 0.043 -0.043
ID-3700 17 37 37.40  -3 11  6.24 22.727 0.040 21.558 0.032 -0.050
ID-3701 17 37 37.41  -3 10 36.33 22.308 0.024 20.444 0.010 -0.043
ID-3702 17 37 37.41  -3 16 33.08 22.508 0.043 21.462 0.034 -0.001
ID-3703 17 37 37.41  -3 17 47.46 22.949 0.056 21.940 0.046 -0.001
ID-3704 17 37 37.42  -3 16 24.64 21.460 0.018 20.352 0.013 -0.001
ID-3705 17 37 37.44  -3 12 36.96 17.807 0.002 16.250 0.001 -0.018
ID-3706 17 37 37.44  -3 21 11.32 22.498 0.027 21.581 0.026 -0.049
ID-3707 17 37 37.45  -3 16 12.47 20.990 0.014 20.023 0.010 -0.001
ID-3708 17 37 37.45  -3 18 21.80 21.271 0.012 20.246 0.011 -0.001
ID-3709 17 37 37.45  -3 18 40.70 21.905 0.023 20.894 0.019 -0.001
ID-3710 17 37 37.45  -3 20 11.08 20.491 0.005 19.288 0.004 -0.049
ID-3711 17 37 37.46  -3 17 24.31 22.855 0.051 21.960 0.044 -0.001
ID-3712 17 37 37.47  -3  9 58.44 21.190 0.009 20.010 0.008 -0.043
ID-3713 17 37 37.47  -3 10 52.68 20.496 0.006 19.243 0.005 -0.050
ID-3714 17 37 37.47  -3 11 18.24 22.535 0.028 21.510 0.022 -0.050
ID-3715 17 37 37.48  -3 11 35.93 17.541 0.001 15.976 0.001 -0.050
ID-3716 17 37 37.48  -3 10 45.37 21.719 0.014 20.746 0.014 -0.050
ID-3717 17 37 37.48  -3 10 47.85 22.205 0.022 21.183 0.022 -0.050
ID-3718 17 37 37.49  -3 12 20.85 20.496 0.008 19.264 0.005 -0.018
ID-3719 17 37 37.49  -3 17 11.82 22.903 0.054 21.812 0.041 -0.001
ID-3720 17 37 37.50  -3  9 14.56 22.984 0.044 21.950 0.038 -0.035
ID-3721 17 37 37.50  -3 12  8.65 21.966 0.025 20.949 0.021 -0.018
ID-3722 17 37 37.50  -3 18 38.72 21.396 0.014 20.411 0.012 -0.001
ID-3723 17 37 37.51  -3  9 31.68 19.159 0.002 17.872 0.002 -0.043
ID-3724 17 37 37.51  -3 10 28.11 22.543 0.036 21.498 0.030 -0.043
ID-3725 17 37 37.51  -3 17 57.81 22.745 0.046 21.693 0.031 -0.001
ID-3726 17 37 37.52  -3 17 39.74 21.378 0.014 20.378 0.013 -0.001
ID-3727 17 37 37.53  -3  9 42.54 19.963 0.004 19.565 0.007 -0.043
ID-3728 17 37 37.53  -3 10 14.53 23.039 0.042 21.907 0.044 -0.043
ID-3729 17 37 37.54  -3  9 49.73 20.316 0.006 19.079 0.004 -0.043
ID-3730 17 37 37.54  -3 10  0.59 21.492 0.013 20.165 0.009 -0.043
ID-3731 17 37 37.54  -3 11  2.80 22.178 0.019 21.149 0.024 -0.050
ID-3732 17 37 37.54  -3 11  6.66 22.371 0.028 21.335 0.021 -0.050
ID-3733 17 37 37.54  -3 11 29.59 23.091 0.040 21.980 0.036 -0.050
ID-3734 17 37 37.55  -3 10 37.51 22.834 0.043 21.418 0.024 -0.043
ID-3735 17 37 37.56  -3 20 26.24 16.396 0.001 15.387 0.001 -0.049
ID-3736 17 37 37.57  -3 11 10.54 22.430 0.032 21.447 0.027 -0.050
ID-3737 17 37 37.57  -3 12 44.05 17.825 0.002 17.133 0.002 -0.018
ID-3738 17 37 37.57  -3 16 19.02 18.024 0.002 17.368 0.002 -0.001
ID-3739 17 37 37.58  -3 11  8.61 21.461 0.011 20.381 0.010 -0.050
ID-3740 17 37 37.60  -3 10 43.59 23.319 0.056 22.277 0.052 -0.043
ID-3741 17 37 37.60  -3 11 58.05 21.840 0.017 20.851 0.012 -0.050
ID-3742 17 37 37.60  -3 16 26.98 19.938 0.006 18.687 0.004 -0.001
ID-3743 17 37 37.60  -3 17 52.30 22.529 0.040 21.419 0.027 -0.001
ID-3744 17 37 37.61  -3 10 21.38 21.976 0.022 21.039 0.017 -0.043
ID-3745 17 37 37.61  -3 12  8.24 22.317 0.029 21.212 0.022 -0.018
ID-3746 17 37 37.61  -3 19  1.13 23.104 0.054 21.988 0.041 -0.002
ID-3747 17 37 37.63  -3  9 32.72 22.903 0.047 21.571 0.035 -0.043
ID-3748 17 37 37.63  -3 17  7.63 22.498 0.034 21.375 0.026 -0.001
ID-3749 17 37 37.63  -3 19 49.96 19.263 0.003 17.939 0.002 -0.002
ID-3750 17 37 37.64  -3 11 18.06 23.074 0.043 22.066 0.044 -0.050
ID-3751 17 37 37.64  -3 12 12.77 22.139 0.031 21.192 0.022 -0.018
ID-3752 17 37 37.64  -3 12  9.79 22.517 0.032 21.413 0.031 -0.018
ID-3753 17 37 37.64  -3 17 17.12 21.546 0.017 20.501 0.012 -0.001
ID-3754 17 37 37.64  -3 19 20.11 21.552 0.022 20.500 0.014 -0.002
ID-3755 17 37 37.64  -3 20 14.86 22.814 0.043 21.737 0.032 -0.049
ID-3756 17 37 37.65  -3 17 27.43 22.921 0.045 21.902 0.046 -0.001
ID-3757 17 37 37.66  -3 10 39.29 22.772 0.037 21.768 0.037 -0.043
ID-3758 17 37 37.66  -3 13 19.34 17.991 0.002 17.287 0.002 -0.018
ID-3759 17 37 37.67  -3 12 19.10 21.716 0.023 20.839 0.019 -0.018
ID-3760 17 37 37.68  -3  9 26.00 23.250 0.055 22.237 0.052 -0.043
ID-3761 17 37 37.68  -3 17 39.72 22.525 0.035 21.444 0.030 -0.001
ID-3762 17 37 37.69  -3 18 54.84 21.968 0.023 21.011 0.020 -0.002
ID-3763 17 37 37.70  -3  9 29.38 23.045 0.042 22.039 0.039 -0.043
ID-3764 17 37 37.71  -3 16 42.63 21.293 0.014 20.235 0.011 -0.001
ID-3765 17 37 37.71  -3 16 35.34 22.421 0.037 21.508 0.031 -0.001
ID-3766 17 37 37.71  -3 18 13.33 21.192 0.012 20.018 0.007 -0.001
ID-3767 17 37 37.71  -3 17 25.57 22.144 0.025 21.127 0.026 -0.001
ID-3768 17 37 37.72  -3 10  2.39 22.392 0.025 21.001 0.022 -0.043
ID-3769 17 37 37.73  -3 10 12.84 22.833 0.042 21.857 0.033 -0.043
ID-3770 17 37 37.73  -3 11 24.63 23.155 0.049 22.106 0.038 -0.050
ID-3771 17 37 37.73  -3 19 13.78 23.016 0.058 21.943 0.042 -0.002
ID-3772 17 37 37.74  -3 11 38.19 22.996 0.050 21.763 0.040 -0.050
ID-3773 17 37 37.74  -3 12 51.99 20.397 0.008 19.999 0.009 -0.018
ID-3774 17 37 37.75  -3 11 30.72 22.995 0.049 21.992 0.041 -0.050
ID-3775 17 37 37.75  -3 16 54.27 22.696 0.052 21.569 0.040 -0.001
ID-3776 17 37 37.76  -3 11  8.38 21.733 0.016 20.753 0.014 -0.050
ID-3777 17 37 37.76  -3 12 45.65 22.964 0.058 21.963 0.050 -0.018
ID-3778 17 37 37.77  -3  8 42.45 20.793 0.006 20.502 0.013 -0.035
ID-3779 17 37 37.77  -3 10 46.18 20.957 0.012 19.675 0.007 -0.050
ID-3780 17 37 37.78  -3  9 39.27 23.281 0.051 22.018 0.037 -0.043
ID-3781 17 37 37.78  -3 17  6.03 21.975 0.026 21.066 0.020 -0.001
ID-3782 17 37 37.78  -3 18 26.30 23.131 0.056 22.044 0.042 -0.001
ID-3783 17 37 37.79  -3 13  1.74 21.777 0.019 20.811 0.020 -0.018
ID-3784 17 37 37.79  -3 17 33.10 21.713 0.022 20.706 0.016 -0.001
ID-3785 17 37 37.80  -3 11 50.09 22.295 0.023 21.243 0.025 -0.050
ID-3786 17 37 37.80  -3 12  9.40 21.589 0.020 20.558 0.012 -0.018
ID-3787 17 37 37.80  -3 17 43.32 18.663 0.002 17.279 0.001 -0.001
ID-3788 17 37 37.80  -3 18  6.68 21.579 0.017 20.552 0.016 -0.001
ID-3789 17 37 37.81  -3 11  5.20 22.079 0.027 21.026 0.020 -0.050
ID-3790 17 37 37.81  -3 11 12.83 22.878 0.049 21.936 0.039 -0.050
ID-3791 17 37 37.81  -3 18  4.63 22.430 0.033 21.365 0.025 -0.001
ID-3792 17 37 37.82  -3 11 16.23 20.995 0.009 19.792 0.007 -0.050
ID-3793 17 37 37.83  -3 18 40.12 21.305 0.012 20.362 0.013 -0.001
ID-3794 17 37 37.84  -3  8 18.07 21.679 0.019 20.746 0.014 -0.035
ID-3795 17 37 37.84  -3 18 50.95 22.322 0.029 21.289 0.026 -0.002
ID-3796 17 37 37.86  -3  9 20.15 22.720 0.034 21.655 0.027 -0.035
ID-3797 17 37 37.86  -3 16  3.51 17.650 0.002 16.054 0.002 -0.028
ID-3798 17 37 37.86  -3 18  7.68 22.453 0.035 21.613 0.041 -0.001
ID-3799 17 37 37.87  -3 18 30.48 22.815 0.048 21.733 0.032 -0.001
ID-3800 17 37 37.89  -3 12 38.23 22.942 0.054 21.940 0.054 -0.018
ID-3801 17 37 37.89  -3 15 55.46 17.482 0.002 16.108 0.001 -0.028
ID-3802 17 37 37.89  -3 17 53.68 21.341 0.015 20.243 0.011 -0.001
ID-3803 17 37 37.90  -3 10  6.68 23.332 0.050 21.784 0.035 -0.043
ID-3804 17 37 37.90  -3 15 53.10 17.894 0.002 16.459 0.001 -0.028
ID-3805 17 37 37.90  -3 16 19.93 22.427 0.042 21.290 0.027 -0.001
ID-3806 17 37 37.91  -3  9 14.96 23.489 0.057 22.459 0.054 -0.035
ID-3807 17 37 37.91  -3 11 17.60 22.371 0.031 21.371 0.023 -0.050
ID-3808 17 37 37.91  -3 12  5.09 22.858 0.045 21.817 0.046 -0.018
ID-3809 17 37 37.91  -3 21  8.90 22.781 0.038 21.762 0.036 -0.049
ID-3810 17 37 37.92  -3 18 44.27 22.117 0.023 21.238 0.029 -0.001
ID-3811 17 37 37.92  -3 18 25.65 22.657 0.044 21.571 0.036 -0.001
ID-3812 17 37 37.93  -3 10 54.09 22.041 0.017 21.017 0.016 -0.050
ID-3813 17 37 37.94  -3 11  9.63 21.036 0.009 19.870 0.007 -0.050
ID-3814 17 37 37.94  -3 13  5.98 22.100 0.028 21.117 0.023 -0.018
ID-3815 17 37 37.94  -3 19 28.33 20.892 0.010 19.709 0.007 -0.002
ID-3816 17 37 37.95  -3 11  6.21 21.778 0.019 20.801 0.013 -0.050
ID-3817 17 37 37.96  -3 11 25.09 22.494 0.027 21.381 0.028 -0.050
ID-3818 17 37 37.96  -3 12 56.55 19.884 0.005 18.730 0.004 -0.018
ID-3819 17 37 37.97  -3 18  0.52 23.062 0.058 22.089 0.046 -0.001
ID-3820 17 37 37.98  -3 10 15.84 21.440 0.010 20.444 0.010 -0.043
ID-3821 17 37 38.00  -3 10 43.31 22.934 0.036 21.883 0.038 -0.043
ID-3822 17 37 38.00  -3 11 16.84 21.869 0.023 20.906 0.015 -0.050
ID-3823 17 37 38.00  -3 12  3.35 22.443 0.026 21.438 0.031 -0.050
ID-3824 17 37 38.00  -3 19 46.13 21.447 0.015 20.143 0.010 -0.002
ID-3825 17 37 38.01  -3 17 20.20 22.495 0.035 21.399 0.033 -0.001
ID-3826 17 37 38.02  -3 11  3.31 22.980 0.042 21.993 0.033 -0.050
ID-3827 17 37 38.02  -3 12 25.43 17.840 0.001 16.340 0.001 -0.018
ID-3828 17 37 38.03  -3 10 37.47 22.426 0.024 21.423 0.022 -0.043
ID-3829 17 37 38.03  -3 16 37.01 19.423 0.005 18.114 0.003 -0.001
ID-3830 17 37 38.03  -3 18 38.53 21.506 0.019 20.589 0.012 -0.001
ID-3831 17 37 38.04  -3 19  5.80 22.642 0.040 21.554 0.029 -0.002
ID-3832 17 37 38.05  -3 17  7.58 21.762 0.018 20.902 0.019 -0.001
ID-3833 17 37 38.05  -3 16 41.58 22.403 0.035 21.362 0.033 -0.001
ID-3834 17 37 38.05  -3 17 50.12 21.951 0.022 20.969 0.017 -0.001
ID-3835 17 37 38.06  -3 10  0.28 21.759 0.015 20.766 0.014 -0.043
ID-3836 17 37 38.07  -3 17 25.43 22.229 0.036 21.189 0.029 -0.001
ID-3837 17 37 38.09  -3 18 15.80 21.310 0.016 20.227 0.012 -0.001
ID-3838 17 37 38.09  -3 17 30.08 22.545 0.033 21.511 0.036 -0.001
ID-3839 17 37 38.10  -3 13 49.59 18.153 0.002 17.375 0.002 -0.006
ID-3840 17 37 38.10  -3 17 47.69 21.740 0.024 20.789 0.015 -0.001
ID-3841 17 37 38.10  -3 17 40.79 22.324 0.034 21.306 0.027 -0.001
ID-3842 17 37 38.11  -3 17 53.47 21.867 0.028 20.849 0.016 -0.001
ID-3843 17 37 38.11  -3 17 56.15 22.729 0.035 21.635 0.043 -0.001
ID-3844 17 37 38.13  -3  9 10.23 19.026 0.002 17.895 0.002 -0.035
ID-3845 17 37 38.13  -3 16 44.22 19.655 0.003 18.168 0.002 -0.001
ID-3846 17 37 38.14  -3 20 56.63 19.476 0.003 18.424 0.002 -0.049
ID-3847 17 37 38.15  -3 21  5.54 21.407 0.009 20.434 0.010 -0.049
ID-3848 17 37 38.16  -3 11 40.40 22.088 0.023 21.069 0.018 -0.050
ID-3849 17 37 38.16  -3 17 33.25 21.570 0.017 20.520 0.015 -0.001
ID-3850 17 37 38.17  -3 19 59.44 22.365 0.036 21.114 0.023 -0.002
ID-3851 17 37 38.18  -3 12 10.97 21.201 0.013 20.046 0.010 -0.018
ID-3852 17 37 38.18  -3 12 33.22 22.359 0.037 21.282 0.023 -0.018
ID-3853 17 37 38.20  -3 16 17.93 21.555 0.015 20.531 0.014 -0.001
ID-3854 17 37 38.21  -3 11 55.19 23.014 0.052 21.980 0.036 -0.050
ID-3855 17 37 38.22  -3 11 19.36 23.135 0.053 22.012 0.039 -0.050
ID-3856 17 37 38.22  -3 12 52.72 22.036 0.024 21.084 0.022 -0.018
ID-3857 17 37 38.23  -3 11 57.18 21.500 0.013 20.421 0.012 -0.050
ID-3858 17 37 38.23  -3 13  4.92 19.096 0.004 17.751 0.003 -0.018
ID-3859 17 37 38.24  -3 19 19.03 20.738 0.011 19.531 0.005 -0.002
ID-3860 17 37 38.25  -3 16 32.54 21.153 0.016 20.008 0.010 -0.001
ID-3861 17 37 38.25  -3 19 59.88 21.574 0.017 20.564 0.013 -0.002
ID-3862 17 37 38.26  -3 18 41.11 21.399 0.016 20.411 0.013 -0.001
ID-3863 17 37 38.26  -3 17 26.54 22.163 0.028 21.258 0.022 -0.001
ID-3864 17 37 38.27  -3 10 50.60 22.808 0.041 21.795 0.042 -0.050
ID-3865 17 37 38.27  -3 18  3.92 21.892 0.020 20.882 0.015 -0.001
ID-3866 17 37 38.28  -3 10 45.15 21.478 0.016 20.447 0.010 -0.050
ID-3867 17 37 38.28  -3 12 45.97 22.205 0.030 21.192 0.022 -0.018
ID-3868 17 37 38.28  -3 18 26.71 21.114 0.010 20.113 0.009 -0.001
ID-3869 17 37 38.30  -3 10 19.62 22.005 0.023 20.990 0.016 -0.043
ID-3870 17 37 38.30  -3 16 49.81 22.320 0.033 21.352 0.032 -0.001
ID-3871 17 37 38.30  -3 19  8.09 21.284 0.012 20.298 0.011 -0.002
ID-3872 17 37 38.31  -3 10 28.10 20.686 0.007 19.606 0.005 -0.043
ID-3873 17 37 38.31  -3 11  8.31 22.904 0.042 21.864 0.036 -0.050
ID-3874 17 37 38.31  -3 21  9.04 21.203 0.010 20.199 0.009 -0.049
ID-3875 17 37 38.32  -3 11 18.15 21.949 0.023 20.966 0.017 -0.050
ID-3876 17 37 38.32  -3 13 12.02 19.283 0.003 17.922 0.003 -0.018
ID-3877 17 37 38.32  -3 18 18.37 18.879 0.002 17.585 0.002 -0.001
ID-3878 17 37 38.33  -3 13 24.26 18.851 0.004 17.404 0.002 -0.018
ID-3879 17 37 38.33  -3 17 11.21 21.987 0.025 20.941 0.019 -0.001
ID-3880 17 37 38.33  -3 17 39.05 22.005 0.020 20.963 0.018 -0.001
ID-3881 17 37 38.34  -3  9 48.44 22.432 0.026 21.323 0.025 -0.043
ID-3882 17 37 38.34  -3 10 48.93 22.222 0.024 21.176 0.020 -0.050
ID-3883 17 37 38.34  -3 15 47.72 17.959 0.003 16.500 0.002 -0.028
ID-3884 17 37 38.34  -3 16 36.54 22.914 0.055 21.943 0.051 -0.001
ID-3885 17 37 38.36  -3 10 13.98 22.275 0.023 21.307 0.021 -0.043
ID-3886 17 37 38.36  -3 10 54.09 23.284 0.052 22.110 0.041 -0.050
ID-3887 17 37 38.36  -3 18 24.45 21.811 0.021 20.799 0.017 -0.001
ID-3888 17 37 38.36  -3 17 57.02 22.737 0.040 21.643 0.035 -0.001
ID-3889 17 37 38.37  -3 10  7.19 21.237 0.009 20.072 0.007 -0.043
ID-3890 17 37 38.37  -3  9 34.19 23.196 0.052 22.078 0.044 -0.043
ID-3891 17 37 38.37  -3 11 10.00 21.969 0.018 20.979 0.018 -0.050
ID-3892 17 37 38.37  -3 13 38.14 17.213 0.002 15.344 0.001 -0.006
ID-3893 17 37 38.38  -3 11  2.69 23.188 0.048 22.205 0.049 -0.050
ID-3894 17 37 38.39  -3 18  0.00 20.677 0.010 19.382 0.007 -0.001
ID-3895 17 37 38.40  -3 12 46.43 21.449 0.018 20.345 0.011 -0.018
ID-3896 17 37 38.40  -3 13 31.25 17.172 0.001 15.419 0.001 -0.006
ID-3897 17 37 38.41  -3 11 57.67 23.451 0.059 22.233 0.049 -0.050
ID-3898 17 37 38.41  -3 17 30.18 22.442 0.038 21.461 0.034 -0.001
ID-3899 17 37 38.41  -3 19 30.79 18.267 0.001 16.978 0.002 -0.002
ID-3900 17 37 38.43  -3 10 59.77 22.829 0.038 21.728 0.039 -0.050
ID-3901 17 37 38.44  -3 11 43.37 20.403 0.005 19.319 0.004 -0.050
ID-3902 17 37 38.44  -3 13 29.78 17.603 0.002 16.065 0.001 -0.006
ID-3903 17 37 38.44  -3 17  7.93 21.743 0.016 20.784 0.016 -0.001
ID-3904 17 37 38.44  -3 18  2.32 19.334 0.003 18.012 0.002 -0.001
ID-3905 17 37 38.45  -3 11 54.62 21.275 0.010 20.160 0.010 -0.050
ID-3906 17 37 38.45  -3 11 40.70 21.423 0.016 20.446 0.011 -0.050
ID-3907 17 37 38.45  -3 12 33.38 21.302 0.012 20.184 0.010 -0.018
ID-3908 17 37 38.46  -3 10 16.87 22.635 0.036 21.532 0.027 -0.043
ID-3909 17 37 38.46  -3 11 28.34 22.648 0.037 21.566 0.033 -0.050
ID-3910 17 37 38.46  -3 18 31.31 21.067 0.011 19.996 0.008 -0.001
ID-3911 17 37 38.46  -3 17 32.07 22.635 0.046 21.639 0.032 -0.001
ID-3912 17 37 38.46  -3 21  1.70 21.896 0.017 20.889 0.015 -0.049
ID-3913 17 37 38.47  -3 10 30.32 23.209 0.059 22.139 0.037 -0.043
ID-3914 17 37 38.47  -3 17 38.67 22.888 0.049 21.821 0.042 -0.001
ID-3915 17 37 38.48  -3 11 13.89 21.906 0.022 20.973 0.016 -0.050
ID-3916 17 37 38.48  -3 17 15.54 21.811 0.018 20.796 0.019 -0.001
ID-3917 17 37 38.49  -3 12  3.39 20.159 0.006 18.699 0.004 -0.050
ID-3918 17 37 38.49  -3 18 13.96 22.682 0.045 21.555 0.040 -0.001
ID-3919 17 37 38.49  -3 18 57.10 21.991 0.022 21.018 0.023 -0.002
ID-3920 17 37 38.49  -3 19 22.20 22.185 0.034 21.193 0.023 -0.002
ID-3921 17 37 38.51  -3  9  8.84 22.147 0.023 21.169 0.021 -0.035
ID-3922 17 37 38.52  -3 17 42.03 22.303 0.030 21.289 0.028 -0.001
ID-3923 17 37 38.52  -3 20 56.58 22.583 0.032 21.318 0.020 -0.049
ID-3924 17 37 38.53  -3 11  2.01 20.739 0.006 19.512 0.005 -0.050
ID-3925 17 37 38.53  -3 13 12.51 22.099 0.027 21.129 0.026 -0.018
ID-3926 17 37 38.53  -3 12 31.97 22.178 0.031 21.170 0.022 -0.018
ID-3927 17 37 38.53  -3 19 29.31 21.089 0.013 19.847 0.008 -0.002
ID-3928 17 37 38.54  -3  9  3.72 22.654 0.043 21.614 0.024 -0.035
ID-3929 17 37 38.54  -3 17  4.18 20.163 0.005 18.935 0.004 -0.001
ID-3930 17 37 38.54  -3 19  9.42 21.175 0.009 20.047 0.008 -0.002
ID-3931 17 37 38.55  -3 12 12.79 22.993 0.047 22.065 0.038 -0.018
ID-3932 17 37 38.56  -3 12 10.30 21.519 0.018 20.504 0.015 -0.018
ID-3933 17 37 38.56  -3 16 13.42 18.108 0.002 16.655 0.002 -0.001
ID-3934 17 37 38.57  -3  9 33.41 22.034 0.026 21.003 0.019 -0.043
ID-3935 17 37 38.57  -3 11 48.96 22.224 0.023 21.215 0.026 -0.050
ID-3936 17 37 38.57  -3 20 36.00 22.918 0.041 21.649 0.025 -0.049
ID-3937 17 37 38.58  -3 17 28.40 18.121 0.002 17.468 0.002 -0.001
ID-3938 17 37 38.59  -3 12 43.83 21.450 0.015 20.423 0.012 -0.018
ID-3939 17 37 38.60  -3 19 33.28 22.770 0.049 21.714 0.039 -0.002
ID-3940 17 37 38.61  -3 11 36.41 21.451 0.011 20.467 0.011 -0.050
ID-3941 17 37 38.61  -3 13 11.06 21.509 0.018 20.474 0.015 -0.018
ID-3942 17 37 38.61  -3 12 25.48 23.001 0.046 21.968 0.036 -0.018
ID-3943 17 37 38.62  -3 10 47.21 22.944 0.043 21.924 0.039 -0.050
ID-3944 17 37 38.62  -3 19 57.57 20.482 0.006 19.334 0.005 -0.002
ID-3945 17 37 38.63  -3 16 29.62 21.317 0.019 20.138 0.012 -0.001
ID-3946 17 37 38.63  -3 17 16.28 21.650 0.022 20.554 0.014 -0.001
ID-3947 17 37 38.63  -3 18 21.21 21.531 0.013 20.496 0.013 -0.001
ID-3948 17 37 38.64  -3 18 35.59 21.954 0.024 21.026 0.022 -0.001
ID-3949 17 37 38.64  -3 17 52.00 22.807 0.048 21.414 0.035 -0.001
ID-3950 17 37 38.64  -3 21  7.08 22.158 0.020 21.159 0.018 -0.049
ID-3951 17 37 38.65  -3 12 28.13 21.358 0.014 20.298 0.011 -0.018
ID-3952 17 37 38.66  -3  9 52.57 22.556 0.030 21.530 0.028 -0.043
ID-3953 17 37 38.66  -3 16 44.65 22.385 0.032 21.367 0.033 -0.001
ID-3954 17 37 38.66  -3 19 42.85 22.155 0.026 21.140 0.022 -0.002
ID-3955 17 37 38.67  -3  9 12.28 21.998 0.019 20.884 0.014 -0.035
ID-3956 17 37 38.67  -3 10 19.18 22.671 0.031 21.691 0.029 -0.043
ID-3957 17 37 38.68  -3 13 56.61 17.235 0.002 15.638 0.001 -0.006
ID-3958 17 37 38.69  -3 11 51.77 20.733 0.008 19.685 0.007 -0.050
ID-3959 17 37 38.70  -3  8 37.80 22.076 0.019 21.113 0.018 -0.035
ID-3960 17 37 38.70  -3 11 25.48 20.186 0.005 18.951 0.004 -0.050
ID-3961 17 37 38.70  -3 16 55.16 22.455 0.041 21.416 0.030 -0.001
ID-3962 17 37 38.71  -3 12 16.07 21.229 0.016 20.233 0.011 -0.018
ID-3963 17 37 38.72  -3  9 41.95 22.917 0.036 21.781 0.028 -0.043
ID-3964 17 37 38.72  -3 19 24.61 23.031 0.047 21.969 0.040 -0.002
ID-3965 17 37 38.72  -3 18 58.06 23.146 0.053 22.047 0.041 -0.002
ID-3966 17 37 38.73  -3  9 59.84 23.075 0.041 21.996 0.037 -0.043
ID-3967 17 37 38.74  -3 12 35.14 19.579 0.004 18.263 0.003 -0.018
ID-3968 17 37 38.75  -3 10 46.11 21.923 0.022 20.407 0.009 -0.050
ID-3969 17 37 38.75  -3 11 22.52 23.227 0.055 22.216 0.049 -0.050
ID-3970 17 37 38.76  -3 17 17.87 19.001 0.002 17.638 0.002 -0.001
ID-3971 17 37 38.76  -3 17 38.03 21.935 0.021 20.918 0.017 -0.001
ID-3972 17 37 38.76  -3 21  0.55 21.973 0.018 20.894 0.017 -0.049
ID-3973 17 37 38.77  -3 10 12.58 21.588 0.015 20.562 0.012 -0.043
ID-3974 17 37 38.77  -3 11 17.79 18.358 0.002 17.857 0.002 -0.050
ID-3975 17 37 38.77  -3 11 38.87 21.648 0.014 20.677 0.012 -0.050
ID-3976 17 37 38.77  -3 11 49.08 23.205 0.048 22.040 0.045 -0.050
ID-3977 17 37 38.77  -3 17  2.86 19.736 0.006 18.499 0.004 -0.001
ID-3978 17 37 38.77  -3 17 58.62 21.679 0.018 20.609 0.017 -0.001
ID-3979 17 37 38.78  -3 12  1.75 22.524 0.033 21.387 0.022 -0.050
ID-3980 17 37 38.78  -3 17 33.78 22.632 0.038 21.498 0.030 -0.001
ID-3981 17 37 38.78  -3 20  5.83 18.986 0.002 17.612 0.001 -0.049
ID-3982 17 37 38.80  -3 10 40.45 21.996 0.019 20.999 0.016 -0.043
ID-3983 17 37 38.80  -3 11 47.45 21.349 0.011 20.392 0.013 -0.050
ID-3984 17 37 38.80  -3 18 10.31 22.216 0.025 21.201 0.025 -0.001
ID-3985 17 37 38.80  -3 19 50.05 22.443 0.030 21.398 0.030 -0.002
ID-3986 17 37 38.81  -3 18 23.47 22.223 0.026 21.186 0.026 -0.001
